Customer_ID,Signup_Date,Signup_Month,Region,Plan,Acquisition_Channel,Monthly_Fee,Tenure_Months,Support_Tickets,Usage_Score,Payment_Issues,Discount_Used,Churned,Churn_Date,Churn_Reason,Customer_Lifetime_Value
CUST-0953,2025-10-11,2025-10,North America,Basic,Organic Search,19,2,3,49,No,Yes,Yes,2025-11-12,Payment issue,38
CUST-0954,2025-12-04,2025-12,Asia-Pacific,Pro,Organic Search,49,1,0,64,No,No,No,,,49
CUST-0955,2025-09-30,2025-09,Middle East,Pro,Referral,49,4,1,77,No,No,No,,,196
CUST-0956,2025-09-09,2025-09,Europe,Basic,Referral,19,4,0,100,No,No,No,,,76
CUST-0957,2025-06-07,2025-06,Middle East,Enterprise,Referral,149,7,1,89,Yes,Yes,No,,,1043
CUST-0958,2025-09-18,2025-09,North America,Pro,Paid Ads,49,4,0,30,Yes,No,Yes,2025-12-15,Low product usage,196
CUST-0959,2025-10-20,2025-10,North America,Pro,Partner,49,3,2,94,No,Yes,No,,,147
CUST-0960,2025-04-01,2025-04,Asia-Pacific,Enterprise,Paid Ads,149,9,1,71,No,No,No,,,1341
CUST-0961,2025-05-20,2025-05,North America,Basic,Social Media,19,3,0,79,No,No,Yes,2025-07-20,Price too high,57
CUST-0962,2025-08-18,2025-08,Middle East,Basic,Organic Search,19,5,2,61,No,Yes,No,,,95
CUST-0963,2025-12-22,2025-12,Europe,Basic,Organic Search,19,1,1,51,Yes,No,No,,,19
CUST-0964,2025-02-14,2025-02,Europe,Pro,Organic Search,49,11,3,67,No,No,Yes,2025-12-14,Poor support experience,539
CUST-0965,2025-04-07,2025-04,Middle East,Pro,Organic Search,49,5,2,68,No,No,Yes,2025-08-06,Price too high,245
CUST-0966,2025-05-30,2025-05,North America,Basic,Referral,19,8,1,79,Yes,No,Yes,2025-12-31,Payment issue,152
CUST-0967,2025-11-13,2025-11,Middle East,Pro,Paid Ads,49,2,4,77,No,Yes,Yes,2025-12-08,Payment issue,98
CUST-0968,2025-10-18,2025-10,North America,Basic,Referral,19,3,1,52,No,No,No,,,57
CUST-0969,2025-11-12,2025-11,Asia-Pacific,Basic,Organic Search,19,2,1,55,No,No,No,,,38
CUST-0970,2025-08-21,2025-08,Europe,Pro,Organic Search,49,4,1,59,No,No,Yes,2025-11-18,Price too high,196
CUST-0971,2025-08-24,2025-08,Asia-Pacific,Basic,Social Media,19,5,2,54,No,Yes,No,,,95
CUST-0972,2025-08-26,2025-08,North America,Basic,Paid Ads,19,5,2,42,No,Yes,No,,,95
CUST-0973,2025-10-08,2025-10,Middle East,Enterprise,Paid Ads,149,3,0,92,No,No,No,,,447
CUST-0974,2025-11-16,2025-11,North America,Basic,Paid Ads,19,2,3,38,No,No,Yes,2025-12-31,Low product usage,38
CUST-0975,2025-12-08,2025-12,Asia-Pacific,Basic,Referral,19,1,2,29,No,No,No,,,19
CUST-0976,2025-06-12,2025-06,Asia-Pacific,Basic,Organic Search,19,6,3,48,No,No,Yes,2025-11-04,Switched competitor,114
CUST-0977,2025-01-28,2025-01,North America,Basic,Partner,19,12,0,78,No,No,No,,,228
CUST-0978,2025-03-02,2025-03,Middle East,Pro,Organic Search,49,10,0,61,No,No,No,,,490
CUST-0979,2025-01-11,2025-01,Asia-Pacific,Pro,Paid Ads,49,12,0,76,No,Yes,No,,,588
CUST-0980,2025-12-09,2025-12,Middle East,Basic,Organic Search,19,1,2,24,No,No,No,,,19
CUST-0981,2025-11-15,2025-11,Europe,Enterprise,Organic Search,149,2,1,66,No,No,No,,,298
CUST-0982,2025-03-27,2025-03,North America,Basic,Organic Search,19,4,0,61,Yes,No,Yes,2025-06-28,Price too high,76
CUST-0983,2025-11-16,2025-11,Europe,Basic,Organic Search,19,2,2,74,No,No,No,,,38
CUST-0984,2025-07-07,2025-07,Asia-Pacific,Pro,Social Media,49,6,0,77,No,No,No,,,294
CUST-0985,2025-12-08,2025-12,Asia-Pacific,Enterprise,Social Media,149,1,1,77,No,No,No,,,149
CUST-0986,2025-02-03,2025-02,Asia-Pacific,Basic,Social Media,19,4,2,53,Yes,No,Yes,2025-05-09,Switched competitor,76
CUST-0987,2025-08-24,2025-08,North America,Pro,Referral,49,5,1,64,No,No,No,,,245
CUST-0988,2025-12-18,2025-12,North America,Basic,Organic Search,19,1,1,74,No,Yes,No,,,19
CUST-0989,2025-11-06,2025-11,Europe,Pro,Referral,49,2,0,48,No,No,Yes,2025-12-04,Price too high,98
CUST-0990,2025-10-05,2025-10,North America,Pro,Organic Search,49,3,1,56,No,No,No,,,147
CUST-0991,2025-06-01,2025-06,Europe,Pro,Organic Search,49,7,0,82,No,No,No,,,343
CUST-0992,2025-01-31,2025-01,Asia-Pacific,Pro,Organic Search,49,3,1,39,Yes,No,Yes,2025-03-06,Poor support experience,147
CUST-0993,2025-07-05,2025-07,Middle East,Pro,Partner,49,6,0,55,No,No,No,,,294
CUST-0994,2025-04-27,2025-04,North America,Pro,Paid Ads,49,9,0,72,No,No,Yes,2025-12-20,Payment issue,441
CUST-0995,2025-07-15,2025-07,Middle East,Enterprise,Paid Ads,149,4,3,78,No,No,Yes,2025-10-14,Low product usage,596
CUST-0996,2025-05-19,2025-05,North America,Basic,Paid Ads,19,8,1,97,No,Yes,No,,,152
CUST-0997,2025-02-04,2025-02,Middle East,Enterprise,Referral,149,11,2,92,No,No,No,,,1639
CUST-0998,2025-12-19,2025-12,Europe,Enterprise,Partner,149,1,2,83,No,No,No,,,149
CUST-0999,2025-04-30,2025-04,Asia-Pacific,Enterprise,Referral,149,9,2,64,No,No,No,,,1341
CUST-1000,2025-05-08,2025-05,Europe,Basic,Organic Search,19,2,1,54,No,No,Yes,2025-06-09,Low product usage,38
